"NombreMunicipio","CodigoMunicipio","NombreRegion","CodigoRegion","Ubicación","Año","CausaMortalidad","TipoPoblacionObjetivo","NumeroPoblacionObjetivo","NumeroCasos"
"Fredonia","05282","SUROESTE","8","POINT (-75.671749 5.927145)","2020","Maternas","Nacidos vivos","107","1"
"Frontino","05284","OCCIDENTE","6","POINT (-76.128568 6.77975)","2020","Maternas","Nacidos vivos","189","0"
"Giraldo","05306","OCCIDENTE","6","POINT (-75.953365 6.680421)","2020","Maternas","Nacidos vivos","71","0"
"Girardota","05308","VALLE DE ABURRA","1","POINT (-75.446101 6.377536)","2020","Maternas","Nacidos vivos","436","0"
"Gómez Plata","05310","NORTE","5","POINT (-75.219375 6.681523)","2020","Maternas","Nacidos vivos","71","0"
"Granada","05313","ORIENTE","7","POINT (-75.18443 6.14432)","2020","Maternas","Nacidos vivos","135","0"
"Guadalupe","05315","NORTE","5","POINT (-75.240458 6.814987)","2020","Maternas","Nacidos vivos","62","0"
"Guarne","05318","ORIENTE","7","POINT (-75.442619 6.279958)","2020","Maternas","Nacidos vivos","523","1"
"Guatapé","05321","ORIENTE","7","POINT (-75.161723 6.234276)","2020","Maternas","Nacidos vivos","90","0"
"Heliconia","05347","OCCIDENTE","6","POINT (-75.733349 6.207128)","2020","Maternas","Nacidos vivos","45","2"
"Hispania","05353","SUROESTE","8","POINT (-75.907416 5.799621)","2020","Maternas","Nacidos vivos","52","0"
"Itagüí","05360","VALLE DE ABURRA","1","POINT (-75.609585 6.172619)","2020","Maternas","Nacidos vivos","2,479","0"
"Ituango","05361","NORTE","5","POINT (-75.764081 7.172568)","2020","Maternas","Nacidos vivos","229","0"
"Jardín","05364","SUROESTE","8","POINT (-75.819483 5.599097)","2020","Maternas","Nacidos vivos","156","0"
"Jericó","05368","SUROESTE","8","POINT (-75.786118 5.791557)","2020","Maternas","Nacidos vivos","90","0"
"La Ceja","05376","ORIENTE","7","POINT (-75.431681 6.030682)","2020","Maternas","Nacidos vivos","613","0"
"La Estrella","05380","VALLE DE ABURRA","1","POINT (-75.643382 6.157644)","2020","Maternas","Nacidos vivos","578","0"
"La Pintada","05390","SUROESTE","8","POINT (-75.606525 5.747143)","2020","Maternas","Nacidos vivos","118","0"
"La Unión","05400","ORIENTE","7","POINT (-75.361241 5.973832)","2020","Maternas","Nacidos vivos","228","0"
"Liborina","05411","OCCIDENTE","6","POINT (-75.811313 6.67786)","2020","Maternas","Nacidos vivos","75","0"
"Maceo","05425","MAGDALENA MEDIO","3","POINT (-74.673429 6.530691)","2020","Maternas","Nacidos vivos","93","0"
"Marinilla","05440","ORIENTE","7","POINT (-75.334772 6.173718)","2020","Maternas","Nacidos vivos","926","0"
"Medellín","05001","VALLE DE ABURRA","1","POINT (-75.564739 6.253104)","2020","Maternas","Nacidos vivos","25,646","5"
"Montebello","05467","SUROESTE","8","POINT (-75.524621 5.945694)","2020","Maternas","Nacidos vivos","55","0"
"Murindó","05475","URABA","9","POINT (-76.82131 6.981328)","2020","Maternas","Nacidos vivos","92","0"
"Mutatá","05480","URABA","9","POINT (-76.436928 7.245319)","2020","Maternas","Nacidos vivos","706","0"
"Nariño","05483","ORIENTE","7","POINT (-75.176323 5.609727)","2020","Maternas","Nacidos vivos","97","0"
"Nechí","05495","BAJO CAUCA","2","POINT (-74.775013 8.095003)","2020","Maternas","Nacidos vivos","541","0"
"Necoclí","05490","URABA","9","POINT (-76.786829 8.424299)","2020","Maternas","Nacidos vivos","1,013","1"
"Olaya","05501","OCCIDENTE","6","POINT (-75.81238 6.628142)","2020","Maternas","Nacidos vivos","21","0"
"Peque","05543","OCCIDENTE","6","POINT (-75.908927 7.021696)","2020","Maternas","Nacidos vivos","85","0"
"Pueblorrico","05576","SUROESTE","8","POINT (-75.841914 5.790844)","2020","Maternas","Nacidos vivos","69","0"
"Puerto Berrío","05579","MAGDALENA MEDIO","3","POINT (-74.402022 6.490753)","2020","Maternas","Nacidos vivos","512","0"
"Puerto Nare","05585","MAGDALENA MEDIO","3","POINT (-74.581675 6.187952)","2020","Maternas","Nacidos vivos","87","0"
"Puerto Triunfo","05591","MAGDALENA MEDIO","3","POINT (-74.640079 5.87335)","2020","Maternas","Nacidos vivos","261","0"
"Remedios","05604","NORDESTE","4","POINT (-74.69368 7.02808)","2020","Maternas","Nacidos vivos","423","0"
"Rionegro","05615","ORIENTE","7","POINT (-75.373872 6.153548)","2020","Maternas","Nacidos vivos","1,456","2"
"Sabanalarga","05628","OCCIDENTE","6","POINT (-75.818245 6.850482)","2020","Maternas","Nacidos vivos","98","0"
"Sabaneta","05631","VALLE DE ABURRA","1","POINT (-75.615491 6.15156)","2020","Maternas","Nacidos vivos","803","0"
"Salgar","05642","SUROESTE","8","POINT (-75.979184 5.963438)","2020","Maternas","Nacidos vivos","200","0"
"San Andrés de Cuerquia","05647","NORTE","5","POINT (-75.67649 6.914739)","2020","Maternas","Nacidos vivos","67","0"
"San Carlos","05649","ORIENTE","7","POINT (-74.992086 6.188726)","2020","Maternas","Nacidos vivos","145","0"
"San Francisco","05652","ORIENTE","7","POINT (-75.102069 5.964854)","2020","Maternas","Nacidos vivos","76","0"
"San Jerónimo","05656","OCCIDENTE","6","POINT (-75.72792 6.442677)","2020","Maternas","Nacidos vivos","155","0"
"San José de La Montaña","05658","NORTE","5","POINT (-75.683472 6.848958)","2020","Maternas","Nacidos vivos","50","0"
"San Juan de Urabá","05659","URABA","9","POINT (-76.524538 8.766496)","2020","Maternas","Nacidos vivos","397","1"
"San Luis","05660","ORIENTE","7","POINT (-74.994436 6.042772)","2020","Maternas","Nacidos vivos","195","0"
"San Pedro de Los Milagros","05664","NORTE","5","POINT (-75.555959 6.461815)","2020","Maternas","Nacidos vivos","308","0"
"San Pedro de Urabá","05665","URABA","9","POINT (-76.382921 8.277916)","2020","Maternas","Nacidos vivos","576","1"
"San Rafael","05667","ORIENTE","7","POINT (-75.028257 6.295426)","2020","Maternas","Nacidos vivos","159","0"
"San Roque","05670","NORDESTE","4","POINT (-75.019485 6.485044)","2020","Maternas","Nacidos vivos","184","0"
"San Vicente","05674","ORIENTE","7","POINT (-75.331782 6.282678)","2020","Maternas","Nacidos vivos","188","0"
"Santa Bárbara","05679","SUROESTE","8","POINT (-75.568167 5.874215)","2020","Maternas","Nacidos vivos","167","0"
"Santa Fe de Antioquia","05042","OCCIDENTE","6","POINT (-75.827742 6.556455)","2020","Maternas","Nacidos vivos","355","0"
"Santa Rosa de Osos","05686","NORTE","5","POINT (-75.460696 6.648965)","2020","Maternas","Nacidos vivos","414","0"
"Santo Domingo","05690","NORDESTE","4","POINT (-75.164398 6.471292)","2020","Maternas","Nacidos vivos","79","0"
"Segovia","05736","NORDESTE","4","POINT (-75.164407 6.471289)","2020","Maternas","Nacidos vivos","625","0"
"Sonsón","05756","ORIENTE","7","POINT (-75.31098 5.709254)","2020","Maternas","Nacidos vivos","418","0"
"Sopetrán","05761","OCCIDENTE","6","POINT (-75.742487 6.500955)","2020","Maternas","Nacidos vivos","127","1"
"Támesis","05789","SUROESTE","8","POINT (-75.712508 5.662788)","2020","Maternas","Nacidos vivos","116","0"
"Tarazá","05790","BAJO CAUCA","2","POINT (-75.39983 7.58049)","2020","Maternas","Nacidos vivos","337","0"
"Tarso","05792","SUROESTE","8","POINT (-75.82213 5.865469)","2020","Maternas","Nacidos vivos","42","0"
"Titiribí","05809","SUROESTE","8","POINT (-75.793717 6.063419)","2020","Maternas","Nacidos vivos","52","0"
"Toledo","05819","NORTE","5","POINT (-75.691555 7.01096)","2020","Maternas","Nacidos vivos","46","0"
"Turbo","05837","URABA","9","POINT (-76.728476 8.095151)","2020","Maternas","Nacidos vivos","2,819","6"
"Uramita","05842","OCCIDENTE","6","POINT (-76.266639 7.001396)","2020","Maternas","Nacidos vivos","87","0"
"Urrao","05847","SUROESTE","8","POINT (-76.134557 6.317018)","2020","Maternas","Nacidos vivos","439","0"
"Valdivia","05854","NORTE","5","POINT (-75.391627 7.292119)","2020","Maternas","Nacidos vivos","181","0"
"Valparaíso","05856","SUROESTE","8","POINT (-75.62448 5.616356)","2020","Maternas","Nacidos vivos","38","0"
"Vegachí","05858","NORDESTE","4","POINT (-74.798745 6.77151)","2020","Maternas","Nacidos vivos","161","0"
"Venecia","05861","SUROESTE","8","POINT (-75.733897 5.963555)","2020","Maternas","Nacidos vivos","79","0"
"Vigía del Fuerte","05873","URABA","9","POINT (-76.896085 6.589081)","2020","Maternas","Nacidos vivos","81","0"
"Yalí","05885","NORDESTE","4","POINT (-74.842107 6.675328)","2020","Maternas","Nacidos vivos","61","0"
"Yarumal","05887","NORTE","5","POINT (-75.416733 6.963321)","2020","Maternas","Nacidos vivos","405","0"
"Yolombó","05890","NORDESTE","4","POINT (-75.01183 6.59926)","2020","Maternas","Nacidos vivos","196","0"
"Yondó","05893","MAGDALENA MEDIO","3","POINT (-73.909599 7.007398)","2020","Maternas","Nacidos vivos","277","0"
"Zaragoza","05895","BAJO CAUCA","2","POINT (-74.868261 7.492548)","2020","Maternas","Nacidos vivos","407","1"
"Abejorral","05002","ORIENTE","7","POINT (-75.427045 5.79145)","2021","Maternas","Nacidos vivos","186","0"
"Abriaquí","05004","OCCIDENTE","6","POINT (-76.064563 6.63197)","2021","Maternas","Nacidos vivos","9","0"
"Alejandría","05021","ORIENTE","7","POINT (-75.141258 6.376923)","2021","Maternas","Nacidos vivos","30","0"
"Amagá","05030","SUROESTE","8","POINT (-75.703216 6.04063)","2021","Maternas","Nacidos vivos","279","0"
"Amalfi","05031","NORDESTE","4","POINT (-75.075028 6.907385)","2021","Maternas","Nacidos vivos","308","0"
"Andes","05034","SUROESTE","8","POINT (-75.877699 5.655629)","2021","Maternas","Nacidos vivos","382","1"
"Angelópolis","05036","SUROESTE","8","POINT (-75.710262 6.111531)","2021","Maternas","Nacidos vivos","59","0"
"Angostura","05038","NORTE","5","POINT (-75.334973 6.885789)","2021","Maternas","Nacidos vivos","117","0"
"Anorí","05040","NORDESTE","4","POINT (-75.145827 7.073577)","2021","Maternas","Nacidos vivos","232","0"
"Anzá","05044","OCCIDENTE","6","POINT (-75.854027 6.303405)","2021","Maternas","Nacidos vivos","100","0"
"Apartadó","05045","URABA","9","POINT (-76.630692 7.887047)","2021","Maternas","Nacidos vivos","2,067","0"
"Arboletes","05051","URABA","9","POINT (-76.427353 8.852936)","2021","Maternas","Nacidos vivos","542","1"
"Argelia","05055","ORIENTE","7","POINT (-75.142821 5.731236)","2021","Maternas","Nacidos vivos","76","0"
"Armenia","05059","OCCIDENTE","6","POINT (-75.787666 6.156497)","2021","Maternas","Nacidos vivos","14","0"
"Barbosa","05079","VALLE DE ABURRA","1","POINT (-75.331286 6.437248)","2021","Maternas","Nacidos vivos","408","0"
"Bello","05088","VALLE DE ABURRA","1","POINT (-75.558281 6.334985)","2021","Maternas","Nacidos vivos","4,811","2"
"Belmira","05086","NORTE","5","POINT (-75.667252 6.606713)","2021","Maternas","Nacidos vivos","40","0"
"Betania","05091","SUROESTE","8","POINT (-75.976261 5.745292)","2021","Maternas","Nacidos vivos","80","0"
"Betulia","05093","SUROESTE","8","POINT (-75.984594 6.113454)","2021","Maternas","Nacidos vivos","210","0"
"Briceño","05107","NORTE","5","POINT (-75.551532 7.110465)","2021","Maternas","Nacidos vivos","90","0"
"Buriticá","05113","OCCIDENTE","6","POINT (-75.907102 6.719872)","2021","Maternas","Nacidos vivos","120","0"
"Cáceres","05120","BAJO CAUCA","2","POINT (-75.347874 7.582281)","2021","Maternas","Nacidos vivos","393","0"
"Caicedo","05125","OCCIDENTE","6","POINT (-75.982545 6.406072)","2021","Maternas","Nacidos vivos","97","0"
"Caldas","05129","VALLE DE ABURRA","1","POINT (-75.635534 6.09199)","2021","Maternas","Nacidos vivos","762","1"
"Campamento","05134","NORTE","5","POINT (-75.29634 6.979113)","2021","Maternas","Nacidos vivos","72","0"
"Cañasgordas","05138","OCCIDENTE","6","POINT (-76.025603 6.749957)","2021","Maternas","Nacidos vivos","170","0"
"Caracolí","05142","MAGDALENA MEDIO","3","POINT (-74.756712 6.410876)","2021","Maternas","Nacidos vivos","35","0"
"Caramanta","05145","SUROESTE","8","POINT (-75.644483 5.548681)","2021","Maternas","Nacidos vivos","47","0"
"Carepa","05147","URABA","9","POINT (-76.655568 7.755937)","2021","Maternas","Nacidos vivos","1,022","1"
"Carolina","05150","NORTE","5","POINT (-75.281494 6.723626)","2021","Maternas","Nacidos vivos","36","0"
"Caucasia","05154","BAJO CAUCA","2","POINT (-75.197397 7.989436)","2021","Maternas","Nacidos vivos","1,727","0"
"Chigorodó","05172","URABA","9","POINT (-76.685044 7.672652)","2021","Maternas","Nacidos vivos","1,213","1"
"Cisneros","05190","NORDESTE","4","POINT (-75.087684 6.538526)","2021","Maternas","Nacidos vivos","94","0"
"Ciudad Bolívar","05101","SUROESTE","8","POINT (-76.020994 5.850015)","2021","Maternas","Nacidos vivos","256","0"
"Cocorná","05197","ORIENTE","7","POINT (-75.185273 6.057769)","2021","Maternas","Nacidos vivos","183","0"
"Concepción","05206","ORIENTE","7","POINT (-75.259425 6.394975)","2021","Maternas","Nacidos vivos","28","0"
"Concordia","05209","SUROESTE","8","POINT (-75.907256 6.046154)","2021","Maternas","Nacidos vivos","197","0"
"Copacabana","05212","VALLE DE ABURRA","1","POINT (-75.508181 6.346097)","2021","Maternas","Nacidos vivos","585","0"
"Dabeiba","05234","OCCIDENTE","6","POINT (-76.266682 7.001567)","2021","Maternas","Nacidos vivos","253","1"
"Donmatías","05237","NORTE","5","POINT (-75.394608 6.486305)","2021","Maternas","Nacidos vivos","205","0"
"Ebéjico","05240","OCCIDENTE","6","POINT (-75.768514 6.326468)","2021","Maternas","Nacidos vivos","67","0"
"El Bagre","05250","BAJO CAUCA","2","POINT (-74.812977 7.60005)","2021","Maternas","Nacidos vivos","1,052","3"
"El Carmen de Viboral","05148","ORIENTE","7","POINT (-75.335351 6.083283)","2021","Maternas","Nacidos vivos","650","1"
"El Peñol","05541","ORIENTE","7","POINT (-75.161743 6.234274)","2021","Maternas","Nacidos vivos","238","0"
"El Retiro","05607","ORIENTE","7","POINT (-75.502683 6.057336)","2021","Maternas","Nacidos vivos","181","0"
"El Santuario","05697","ORIENTE","7","POINT (-75.265676 6.139528)","2021","Maternas","Nacidos vivos","546","1"
"Entrerríos","05264","NORTE","5","POINT (-75.517037 6.567385)","2021","Maternas","Nacidos vivos","111","0"
"Envigado","05266","VALLE DE ABURRA","1","POINT (-75.587333 6.16996)","2021","Maternas","Nacidos vivos","1,358","0"
"Fredonia","05282","SUROESTE","8","POINT (-75.671749 5.927145)","2021","Maternas","Nacidos vivos","142","0"
"Frontino","05284","OCCIDENTE","6","POINT (-76.128568 6.77975)","2021","Maternas","Nacidos vivos","238","1"
"Giraldo","05306","OCCIDENTE","6","POINT (-75.953365 6.680421)","2021","Maternas","Nacidos vivos","67","0"
"Girardota","05308","VALLE DE ABURRA","1","POINT (-75.446101 6.377536)","2021","Maternas","Nacidos vivos","425","0"
"Gómez Plata","05310","NORTE","5","POINT (-75.219375 6.681523)","2021","Maternas","Nacidos vivos","54","0"
"Granada","05313","ORIENTE","7","POINT (-75.18443 6.14432)","2021","Maternas","Nacidos vivos","136","0"
"Guadalupe","05315","NORTE","5","POINT (-75.240458 6.814987)","2021","Maternas","Nacidos vivos","59","0"
"Guarne","05318","ORIENTE","7","POINT (-75.442619 6.279958)","2021","Maternas","Nacidos vivos","480","0"
"Guatapé","05321","ORIENTE","7","POINT (-75.161723 6.234276)","2021","Maternas","Nacidos vivos","86","1"
"Heliconia","05347","OCCIDENTE","6","POINT (-75.733349 6.207128)","2021","Maternas","Nacidos vivos","37","0"
"Hispania","05353","SUROESTE","8","POINT (-75.907416 5.799621)","2021","Maternas","Nacidos vivos","56","0"
"Itagüí","05360","VALLE DE ABURRA","1","POINT (-75.609585 6.172619)","2021","Maternas","Nacidos vivos","2,204","2"
"Ituango","05361","NORTE","5","POINT (-75.764081 7.172568)","2021","Maternas","Nacidos vivos","250","0"
"Jardín","05364","SUROESTE","8","POINT (-75.819483 5.599097)","2021","Maternas","Nacidos vivos","136","0"
"Jericó","05368","SUROESTE","8","POINT (-75.786118 5.791557)","2021","Maternas","Nacidos vivos","93","0"
"La Ceja","05376","ORIENTE","7","POINT (-75.431681 6.030682)","2021","Maternas","Nacidos vivos","642","0"
"La Estrella","05380","VALLE DE ABURRA","1","POINT (-75.643382 6.157644)","2021","Maternas","Nacidos vivos","551","1"
"La Pintada","05390","SUROESTE","8","POINT (-75.606525 5.747143)","2021","Maternas","Nacidos vivos","109","0"
"La Unión","05400","ORIENTE","7","POINT (-75.361241 5.973832)","2021","Maternas","Nacidos vivos","249","0"
"Liborina","05411","OCCIDENTE","6","POINT (-75.811313 6.67786)","2021","Maternas","Nacidos vivos","77","0"
"Maceo","05425","MAGDALENA MEDIO","3","POINT (-74.673429 6.530691)","2021","Maternas","Nacidos vivos","88","0"
"Marinilla","05440","ORIENTE","7","POINT (-75.334772 6.173718)","2021","Maternas","Nacidos vivos","864","1"
"Medellín","05001","VALLE DE ABURRA","1","POINT (-75.564739 6.253104)","2021","Maternas","Nacidos vivos","23,011","7"
"Montebello","05467","SUROESTE","8","POINT (-75.524621 5.945694)","2021","Maternas","Nacidos vivos","53","0"
"Murindó","05475","URABA","9","POINT (-76.82131 6.981328)","2021","Maternas","Nacidos vivos","132","1"
"Mutatá","05480","URABA","9","POINT (-76.436928 7.245319)","2021","Maternas","Nacidos vivos","801","0"
"Nariño","05483","ORIENTE","7","POINT (-75.176323 5.609727)","2021","Maternas","Nacidos vivos","107","0"
"Nechí","05495","BAJO CAUCA","2","POINT (-74.775013 8.095003)","2021","Maternas","Nacidos vivos","629","0"
"Necoclí","05490","URABA","9","POINT (-76.786829 8.424299)","2021","Maternas","Nacidos vivos","1,205","0"
"Olaya","05501","OCCIDENTE","6","POINT (-75.81238 6.628142)","2021","Maternas","Nacidos vivos","20","0"
"Peque","05543","OCCIDENTE","6","POINT (-75.908927 7.021696)","2021","Maternas","Nacidos vivos","107","0"
"Pueblorrico","05576","SUROESTE","8","POINT (-75.841914 5.790844)","2021","Maternas","Nacidos vivos","61","0"
"Puerto Berrío","05579","MAGDALENA MEDIO","3","POINT (-74.402022 6.490753)","2021","Maternas","Nacidos vivos","602","0"
"Puerto Nare","05585","MAGDALENA MEDIO","3","POINT (-74.581675 6.187952)","2021","Maternas","Nacidos vivos","102","0"
"Puerto Triunfo","05591","MAGDALENA MEDIO","3","POINT (-74.640079 5.87335)","2021","Maternas","Nacidos vivos","270","0"
"Remedios","05604","NORDESTE","4","POINT (-74.69368 7.02808)","2021","Maternas","Nacidos vivos","421","1"
"Rionegro","05615","ORIENTE","7","POINT (-75.373872 6.153548)","2021","Maternas","Nacidos vivos","1,375","1"
"Sabanalarga","05628","OCCIDENTE","6","POINT (-75.818245 6.850482)","2021","Maternas","Nacidos vivos","124","1"
"Sabaneta","05631","VALLE DE ABURRA","1","POINT (-75.615491 6.15156)","2021","Maternas","Nacidos vivos","751","0"
"Salgar","05642","SUROESTE","8","POINT (-75.979184 5.963438)","2021","Maternas","Nacidos vivos","194","0"
"San Andrés de Cuerquia","05647","NORTE","5","POINT (-75.67649 6.914739)","2021","Maternas","Nacidos vivos","77","0"
"San Carlos","05649","ORIENTE","7","POINT (-74.992086 6.188726)","2021","Maternas","Nacidos vivos","154","0"
"San Francisco","05652","ORIENTE","7","POINT (-75.102069 5.964854)","2021","Maternas","Nacidos vivos","58","0"
"San Jerónimo","05656","OCCIDENTE","6","POINT (-75.72792 6.442677)","2021","Maternas","Nacidos vivos","150","0"
"San José de La Montaña","05658","NORTE","5","POINT (-75.683472 6.848958)","2021","Maternas","Nacidos vivos","45","0"
"San Juan de Urabá","05659","URABA","9","POINT (-76.524538 8.766496)","2021","Maternas","Nacidos vivos","452","1"
"San Luis","05660","ORIENTE","7","POINT (-74.994436 6.042772)","2021","Maternas","Nacidos vivos","218","0"
"San Pedro de Los Milagros","05664","NORTE","5","POINT (-75.555959 6.461815)","2021","Maternas","Nacidos vivos","325","0"
"San Pedro de Urabá","05665","URABA","9","POINT (-76.382921 8.277916)","2021","Maternas","Nacidos vivos","615","1"
"San Rafael","05667","ORIENTE","7","POINT (-75.028257 6.295426)","2021","Maternas","Nacidos vivos","177","0"
"San Roque","05670","NORDESTE","4","POINT (-75.019485 6.485044)","2021","Maternas","Nacidos vivos","203","0"
"San Vicente","05674","ORIENTE","7","POINT (-75.331782 6.282678)","2021","Maternas","Nacidos vivos","183","0"
"Santa Bárbara","05679","SUROESTE","8","POINT (-75.568167 5.874215)","2021","Maternas","Nacidos vivos","192","0"
"Santa Fe de Antioquia","05042","OCCIDENTE","6","POINT (-75.827742 6.556455)","2021","Maternas","Nacidos vivos","380","0"
"Santa Rosa de Osos","05686","NORTE","5","POINT (-75.460696 6.648965)","2021","Maternas","Nacidos vivos","391","0"
"Santo Domingo","05690","NORDESTE","4","POINT (-75.164398 6.471292)","2021","Maternas","Nacidos vivos","92","1"
"Segovia","05736","NORDESTE","4","POINT (-75.164407 6.471289)","2021","Maternas","Nacidos vivos","658","0"
"Sonsón","05756","ORIENTE","7","POINT (-75.31098 5.709254)","2021","Maternas","Nacidos vivos","410","0"
"Sopetrán","05761","OCCIDENTE","6","POINT (-75.742487 6.500955)","2021","Maternas","Nacidos vivos","157","0"
"Támesis","05789","SUROESTE","8","POINT (-75.712508 5.662788)","2021","Maternas","Nacidos vivos","109","0"
"Tarazá","05790","BAJO CAUCA","2","POINT (-75.39983 7.58049)","2021","Maternas","Nacidos vivos","377","2"
"Tarso","05792","SUROESTE","8","POINT (-75.82213 5.865469)","2021","Maternas","Nacidos vivos","51","0"
"Titiribí","05809","SUROESTE","8","POINT (-75.793717 6.063419)","2021","Maternas","Nacidos vivos","55","0"
"Toledo","05819","NORTE","5","POINT (-75.691555 7.01096)","2021","Maternas","Nacidos vivos","65","0"
"Turbo","05837","URABA","9","POINT (-76.728476 8.095151)","2021","Maternas","Nacidos vivos","3,218","7"
"Uramita","05842","OCCIDENTE","6","POINT (-76.266639 7.001396)","2021","Maternas","Nacidos vivos","91","0"
"Urrao","05847","SUROESTE","8","POINT (-76.134557 6.317018)","2021","Maternas","Nacidos vivos","463","1"
"Valdivia","05854","NORTE","5","POINT (-75.391627 7.292119)","2021","Maternas","Nacidos vivos","203","0"
"Valparaíso","05856","SUROESTE","8","POINT (-75.62448 5.616356)","2021","Maternas","Nacidos vivos","39","0"
"Vegachí","05858","NORDESTE","4","POINT (-74.798745 6.77151)","2021","Maternas","Nacidos vivos","183","0"
"Venecia","05861","SUROESTE","8","POINT (-75.733897 5.963555)","2021","Maternas","Nacidos vivos","80","0"
"Vigía del Fuerte","05873","URABA","9","POINT (-76.896085 6.589081)","2021","Maternas","Nacidos vivos","140","0"
"Yalí","05885","NORDESTE","4","POINT (-74.842107 6.675328)","2021","Maternas","Nacidos vivos","74","0"
"Yarumal","05887","NORTE","5","POINT (-75.416733 6.963321)","2021","Maternas","Nacidos vivos","425","0"
"Yolombó","05890","NORDESTE","4","POINT (-75.01183 6.59926)","2021","Maternas","Nacidos vivos","201","0"
"Yondó","05893","MAGDALENA MEDIO","3","POINT (-73.909599 7.007398)","2021","Maternas","Nacidos vivos","276","0"
"Zaragoza","05895","BAJO CAUCA","2","POINT (-74.868261 7.492548)","2021","Maternas","Nacidos vivos","518","0"
"Abejorral","05002","ORIENTE","7","POINT (-75.427045 5.79145)","2022","Maternas","Nacidos vivos","172","0"
"Abriaquí","05004","OCCIDENTE","6","POINT (-76.064563 6.63197)","2022","Maternas","Nacidos vivos","16","0"
"Alejandría","05021","ORIENTE","7","POINT (-75.141258 6.376923)","2022","Maternas","Nacidos vivos","33","0"
"Amagá","05030","SUROESTE","8","POINT (-75.703216 6.04063)","2022","Maternas","Nacidos vivos","271","0"
"Amalfi","05031","NORDESTE","4","POINT (-75.075028 6.907385)","2022","Maternas","Nacidos vivos","286","1"
"Andes","05034","SUROESTE","8","POINT (-75.877699 5.655629)","2022","Maternas","Nacidos vivos","373","0"
"Angelópolis","05036","SUROESTE","8","POINT (-75.710262 6.111531)","2022","Maternas","Nacidos vivos","52","0"
"Angostura","05038","NORTE","5","POINT (-75.334973 6.885789)","2022","Maternas","Nacidos vivos","108","0"
"Anorí","05040","NORDESTE","4","POINT (-75.145827 7.073577)","2022","Maternas","Nacidos vivos","228","0"
"Anzá","05044","OCCIDENTE","6","POINT (-75.854027 6.303405)","2022","Maternas","Nacidos vivos","86","0"
"Apartadó","05045","URABA","9","POINT (-76.630692 7.887047)","2022","Maternas","Nacidos vivos","1,672","0"
"Arboletes","05051","URABA","9","POINT (-76.427353 8.852936)","2022","Maternas","Nacidos vivos","562","0"
"Argelia","05055","ORIENTE","7","POINT (-75.142821 5.731236)","2022","Maternas","Nacidos vivos","76","0"
"Armenia","05059","OCCIDENTE","6","POINT (-75.787666 6.156497)","2022","Maternas","Nacidos vivos","17","0"
"Barbosa","05079","VALLE DE ABURRA","1","POINT (-75.331286 6.437248)","2022","Maternas","Nacidos vivos","452","0"
"Bello","05088","VALLE DE ABURRA","1","POINT (-75.558281 6.334985)","2022","Maternas","Nacidos vivos","4,818","1"
"Belmira","05086","NORTE","5","POINT (-75.667252 6.606713)","2022","Maternas","Nacidos vivos","60","0"
"Betania","05091","SUROESTE","8","POINT (-75.976261 5.745292)","2022","Maternas","Nacidos vivos","75","0"
"Betulia","05093","SUROESTE","8","POINT (-75.984594 6.113454)","2022","Maternas","Nacidos vivos","205","0"
"Briceño","05107","NORTE","5","POINT (-75.551532 7.110465)","2022","Maternas","Nacidos vivos","79","0"
"Buriticá","05113","OCCIDENTE","6","POINT (-75.907102 6.719872)","2022","Maternas","Nacidos vivos","126","0"
"Cáceres","05120","BAJO CAUCA","2","POINT (-75.347874 7.582281)","2022","Maternas","Nacidos vivos","393","0"
"Caicedo","05125","OCCIDENTE","6","POINT (-75.982545 6.406072)","2022","Maternas","Nacidos vivos","101","0"
"Caldas","05129","VALLE DE ABURRA","1","POINT (-75.635534 6.09199)","2022","Maternas","Nacidos vivos","708","0"
"Campamento","05134","NORTE","5","POINT (-75.29634 6.979113)","2022","Maternas","Nacidos vivos","73","0"
"Cañasgordas","05138","OCCIDENTE","6","POINT (-76.025603 6.749957)","2022","Maternas","Nacidos vivos","158","0"
"Caracolí","05142","MAGDALENA MEDIO","3","POINT (-74.756712 6.410876)","2022","Maternas","Nacidos vivos","33","0"
"Caramanta","05145","SUROESTE","8","POINT (-75.644483 5.548681)","2022","Maternas","Nacidos vivos","48","0"
"Carepa","05147","URABA","9","POINT (-76.655568 7.755937)","2022","Maternas","Nacidos vivos","907","0"
"Carolina","05150","NORTE","5","POINT (-75.281494 6.723626)","2022","Maternas","Nacidos vivos","31","0"
"Caucasia","05154","BAJO CAUCA","2","POINT (-75.197397 7.989436)","2022","Maternas","Nacidos vivos","1,847","1"
"Chigorodó","05172","URABA","9","POINT (-76.685044 7.672652)","2022","Maternas","Nacidos vivos","1,063","2"
"Cisneros","05190","NORDESTE","4","POINT (-75.087684 6.538526)","2022","Maternas","Nacidos vivos","101","0"
"Ciudad Bolívar","05101","SUROESTE","8","POINT (-76.020994 5.850015)","2022","Maternas","Nacidos vivos","279","0"
"Cocorná","05197","ORIENTE","7","POINT (-75.185273 6.057769)","2022","Maternas","Nacidos vivos","181","0"
"Concepción","05206","ORIENTE","7","POINT (-75.259425 6.394975)","2022","Maternas","Nacidos vivos","36","0"
"Concordia","05209","SUROESTE","8","POINT (-75.907256 6.046154)","2022","Maternas","Nacidos vivos","159","0"
